start_ts,weather_conditions,duration_seconds
2017-11-11 07:00:00,Good,1355.0
2017-11-11 10:00:00,Good,1465.0
2017-11-11 12:00:00,Good,1933.0
2017-11-11 15:00:00,Good,2010.0
2017-11-04 08:00:00,Good,1740.0
2017-11-11 09:00:00,Good,1620.0
2017-11-11 10:00:00,Good,1260.0
2017-11-11 13:00:00,Good,2040.0
2017-11-04 15:00:00,Good,3300.0
2017-11-11 10:00:00,Good,1380.0
2017-11-04 09:00:00,Good,1594.0
2017-11-11 13:00:00,Good,2256.0
2017-11-18 17:00:00,Bad,3022.0
2017-11-04 12:00:00,Good,3540.0
2017-11-04 17:00:00,Bad,2580.0
2017-11-04 14:00:00,Good,3840.0
2017-11-04 16:00:00,Bad,2765.0
2017-11-11 15:00:00,Good,2540.0
2017-11-04 16:00:00,Bad,3058.0
2017-11-11 16:00:00,Good,2400.0
2017-11-11 16:00:00,Good,2400.0
2017-11-04 06:00:00,Good,1267.0
2017-11-04 06:00:00,Good,1267.0
2017-11-04 17:00:00,Bad,2151.0
2017-11-04 17:00:00,Bad,2151.0
2017-11-04 10:00:00,Good,2550.0
2017-11-11 09:00:00,Good,1260.0
2017-11-11 06:00:00,Good,1320.0
2017-11-11 16:00:00,Good,2640.0
2017-11-11 11:00:00,Good,1440.0
2017-11-25 17:00:00,Good,2700.0
2017-11-18 15:00:00,Good,2880.0
2017-11-04 21:00:00,Good,1800.0
2017-11-04 12:00:00,Good,2580.0
2017-11-04 16:00:00,Bad,3420.0
2017-11-11 06:00:00,Good,1500.0
2017-11-04 18:00:00,Bad,2172.0
2017-11-11 10:00:00,Good,1560.0
2017-11-11 10:00:00,Good,1920.0
2017-11-18 12:00:00,Bad,2640.0
2017-11-18 12:00:00,Bad,2640.0
2017-11-11 14:00:00,Good,2460.0
2017-11-11 07:00:00,Good,1260.0
2017-11-04 15:00:00,Good,3360.0
2017-11-04 19:00:00,Good,2400.0
2017-11-04 10:00:00,Good,1680.0
2017-11-04 12:00:00,Good,2880.0
2017-11-04 11:00:00,Good,2963.0
2017-11-18 11:00:00,Good,2178.0
2017-11-04 11:00:00,Good,2963.0
2017-11-18 14:00:00,Good,3540.0
2017-11-11 17:00:00,Good,2475.0
2017-11-04 12:00:00,Good,2575.0
2017-11-11 08:00:00,Good,1063.0
2017-11-11 12:00:00,Good,1747.0
2017-11-18 08:00:00,Bad,1417.0
2017-11-18 12:00:00,Bad,2175.0
2017-11-18 10:00:00,Bad,1560.0
2017-11-04 20:00:00,Good,2220.0
2017-11-18 12:00:00,Bad,3600.0
2017-11-11 10:00:00,Good,1200.0
2017-11-25 15:00:00,Good,2356.0
2017-11-04 09:00:00,Good,1934.0
2017-11-04 11:00:00,Good,2155.0
2017-11-11 11:00:00,Good,1211.0
2017-11-11 06:00:00,Good,1260.0
2017-11-04 15:00:00,Good,3214.0
2017-11-11 13:00:00,Good,2693.0
2017-11-04 15:00:00,Good,3335.0
2017-11-18 18:00:00,Good,2520.0
2017-11-11 13:00:00,Good,2280.0
2017-11-11 11:00:00,Good,1683.0
2017-11-18 13:00:00,Bad,3120.0
2017-11-11 10:00:00,Good,1466.0
2017-11-25 14:00:00,Good,1828.0
2017-11-04 10:00:00,Good,2522.0
2017-11-04 14:00:00,Good,2948.0
2017-11-25 10:00:00,Good,1080.0
2017-11-25 18:00:00,Good,2493.0
2017-11-04 19:00:00,Good,2460.0
2017-11-11 16:00:00,Good,2220.0
2017-11-04 04:00:00,Good,1595.0
2017-11-18 12:00:00,Bad,2340.0
2017-11-18 07:00:00,Bad,1182.0
2017-11-18 06:00:00,Good,1566.0
2017-11-18 08:00:00,Bad,1332.0
2017-11-04 16:00:00,Bad,3180.0
2017-11-04 18:00:00,Bad,2220.0
2017-11-04 09:00:00,Good,1843.0
2017-11-25 13:00:00,Good,1737.0
2017-11-18 13:00:00,Bad,3420.0
2017-11-11 06:00:00,Good,1586.0
2017-11-04 06:00:00,Good,1532.0
2017-11-04 16:00:00,Bad,2820.0
2017-11-18 15:00:00,Good,3240.0
2017-11-11 14:00:00,Good,2400.0
2017-11-11 17:00:00,Good,3180.0
2017-11-11 11:00:00,Good,1620.0
2017-11-25 15:00:00,Good,2195.0
2017-11-11 16:00:00,Good,2040.0
2017-11-04 14:00:00,Good,3300.0
2017-11-04 17:00:00,Bad,2760.0
2017-11-11 16:00:00,Good,2400.0
2017-11-11 06:00:00,Good,1320.0
2017-11-11 07:00:00,Good,1440.0
2017-11-11 12:00:00,Good,1620.0
2017-11-11 06:00:00,Good,1095.0
2017-11-04 12:00:00,Good,2929.0
2017-11-11 16:00:00,Good,2310.0
2017-11-11 08:00:00,Good,1364.0
2017-11-04 08:00:00,Good,1299.0
2017-11-11 08:00:00,Good,1200.0
2017-11-18 08:00:00,Bad,1260.0
2017-11-11 11:00:00,Good,2032.0
2017-11-11 09:00:00,Good,1316.0
2017-11-18 07:00:00,Bad,1454.0
2017-11-11 12:00:00,Good,1909.0
2017-11-11 09:00:00,Good,1494.0
2017-11-11 10:00:00,Good,1529.0
2017-11-11 16:00:00,Good,2548.0
2017-11-18 21:00:00,Bad,1748.0
2017-11-11 12:00:00,Good,1993.0
2017-11-11 16:00:00,Good,2400.0
2017-11-04 17:00:00,Bad,2280.0
2017-11-11 17:00:00,Good,2089.0
2017-11-25 12:00:00,Good,1646.0
2017-11-11 14:00:00,Good,1980.0
2017-11-04 08:00:00,Good,1406.0
2017-11-18 13:00:00,Bad,3779.0
2017-11-04 15:00:00,Good,3366.0
2017-11-04 15:00:00,Good,3180.0
2017-11-04 04:00:00,Good,1260.0
2017-11-11 09:00:00,Good,1260.0
2017-11-04 18:00:00,Bad,3060.0
2017-11-11 07:00:00,Good,1380.0
2017-11-11 14:00:00,Good,2220.0
2017-11-04 14:00:00,Good,3000.0
2017-11-11 07:00:00,Good,1395.0
2017-11-04 14:00:00,Good,3982.0
2017-11-04 11:00:00,Good,2657.0
2017-11-11 15:00:00,Good,2454.0
2017-11-04 09:00:00,Good,0.0
2017-11-04 14:00:00,Good,3300.0
2017-11-04 07:00:00,Good,1427.0
2017-11-11 06:00:00,Good,1436.0
2017-11-11 16:00:00,Good,2205.0
2017-11-11 09:00:00,Good,1359.0
2017-11-18 10:00:00,Bad,2083.0
2017-11-18 11:00:00,Good,2312.0
2017-11-04 17:00:00,Bad,2472.0
2017-11-04 17:00:00,Bad,2580.0
2017-11-11 14:00:00,Good,2287.0
2017-11-18 12:00:00,Bad,2467.0
2017-11-11 16:00:00,Good,2312.0
2017-11-11 10:00:00,Good,1620.0
2017-11-11 15:00:00,Good,2880.0
2017-11-11 14:00:00,Good,2580.0
2017-11-04 16:00:00,Bad,2820.0
2017-11-11 14:00:00,Good,2464.0
2017-11-04 11:00:00,Good,2640.0
2017-11-04 16:00:00,Bad,2903.0
2017-11-11 07:00:00,Good,1440.0
2017-11-11 13:00:00,Good,2233.0
2017-11-11 09:00:00,Good,1440.0
2017-11-11 16:00:00,Good,2580.0
2017-11-11 12:00:00,Good,2160.0
2017-11-11 17:00:00,Good,2310.0
2017-11-11 08:00:00,Good,1500.0
2017-11-25 10:00:00,Good,1680.0
2017-11-11 10:00:00,Good,1440.0
2017-11-11 08:00:00,Good,1440.0
2017-11-25 11:00:00,Good,1680.0
2017-11-04 08:00:00,Good,1440.0
2017-11-04 07:00:00,Good,1440.0
2017-11-04 16:00:00,Bad,3180.0
2017-11-11 10:00:00,Good,1200.0
2017-11-11 07:00:00,Good,1348.0
2017-11-04 17:00:00,Bad,2520.0
2017-11-11 14:00:00,Good,2274.0
2017-11-04 12:00:00,Good,3292.0
2017-11-11 11:00:00,Good,1740.0
2017-11-04 12:00:00,Good,2520.0
2017-11-04 20:00:00,Good,1462.0
2017-11-11 19:00:00,Good,1916.0
2017-11-04 11:00:00,Good,2456.0
2017-11-11 08:00:00,Good,1200.0
2017-11-11 06:00:00,Good,1380.0
2017-11-18 06:00:00,Good,1405.0
2017-11-04 14:00:00,Good,3482.0
2017-11-18 08:00:00,Bad,1313.0
2017-11-25 11:00:00,Good,1265.0
2017-11-11 07:00:00,Good,1320.0
2017-11-18 16:00:00,Bad,3120.0
2017-11-11 08:00:00,Good,1380.0
2017-11-11 12:00:00,Good,1500.0
2017-11-11 10:00:00,Good,1500.0
2017-11-18 05:00:00,Good,1311.0
2017-11-25 17:00:00,Good,2580.0
2017-11-04 10:00:00,Good,1740.0
2017-11-04 08:00:00,Good,1500.0
2017-11-04 18:00:00,Bad,480.0
2017-11-04 16:00:00,Bad,2760.0
2017-11-11 14:00:00,Good,2465.0
2017-11-04 16:00:00,Bad,3360.0
2017-11-11 13:00:00,Good,1980.0
2017-11-11 16:00:00,Good,2294.0
2017-11-18 07:00:00,Bad,1320.0
2017-11-04 13:00:00,Good,3000.0
2017-11-04 09:00:00,Good,1440.0
2017-11-18 11:00:00,Good,1800.0
2017-11-11 16:00:00,Good,2804.0
2017-11-11 05:00:00,Good,1860.0
2017-11-04 12:00:00,Good,2239.0
2017-11-11 16:00:00,Good,2820.0
2017-11-04 05:00:00,Good,1018.0
2017-11-11 23:00:00,Good,1416.0
2017-11-11 06:00:00,Good,1456.0
2017-11-18 06:00:00,Good,1520.0
2017-11-11 10:00:00,Good,1560.0
2017-11-11 09:00:00,Good,1080.0
2017-11-11 10:00:00,Good,1320.0
2017-11-25 11:00:00,Good,1800.0
2017-11-04 15:00:00,Good,3448.0
2017-11-04 08:00:00,Good,1690.0
2017-11-18 06:00:00,Good,1331.0
2017-11-18 06:00:00,Good,1500.0
2017-11-11 18:00:00,Good,1978.0
2017-11-18 09:00:00,Bad,1497.0
2017-11-04 16:00:00,Bad,2820.0
2017-11-04 09:00:00,Good,1680.0
2017-11-04 10:00:00,Good,1680.0
2017-11-18 06:00:00,Good,1335.0
2017-11-04 12:00:00,Good,2263.0
2017-11-04 00:00:00,Good,1560.0
2017-11-04 10:00:00,Good,2632.0
2017-11-04 14:00:00,Good,2964.0
2017-11-18 05:00:00,Good,1656.0
2017-11-04 11:00:00,Good,2400.0
2017-11-04 18:00:00,Bad,2460.0
2017-11-04 14:00:00,Good,3480.0
2017-11-11 04:00:00,Good,1491.0
2017-11-04 12:00:00,Good,2757.0
2017-11-11 12:00:00,Good,1975.0
2017-11-11 13:00:00,Good,2148.0
2017-11-04 13:00:00,Good,3180.0
2017-11-18 13:00:00,Bad,3720.0
2017-11-25 14:00:00,Good,1800.0
2017-11-18 18:00:00,Good,1484.0
2017-11-11 11:00:00,Good,1680.0
2017-11-25 16:00:00,Good,2767.0
2017-11-04 12:00:00,Good,2520.0
2017-11-11 12:00:00,Good,1860.0
2017-11-04 18:00:00,Bad,2488.0
2017-11-11 08:00:00,Good,1200.0
2017-11-25 05:00:00,Good,1265.0
2017-11-04 11:00:00,Good,2325.0
2017-11-18 06:00:00,Good,1500.0
2017-11-18 05:00:00,Good,1568.0
2017-11-04 16:00:00,Bad,3420.0
2017-11-04 06:00:00,Good,1519.0
2017-11-11 08:00:00,Good,1380.0
2017-11-04 17:00:00,Bad,2518.0
2017-11-18 08:00:00,Bad,1495.0
2017-11-11 07:00:00,Good,1380.0
2017-11-18 18:00:00,Good,1800.0
2017-11-04 14:00:00,Good,3831.0
2017-11-25 11:00:00,Good,1516.0
2017-11-04 08:00:00,Good,1260.0
2017-11-04 11:00:00,Good,2400.0
2017-11-25 12:00:00,Good,1440.0
2017-11-11 12:00:00,Good,1800.0
2017-11-25 17:00:00,Good,2220.0
2017-11-04 12:00:00,Good,3180.0
2017-11-04 07:00:00,Good,1200.0
2017-11-04 14:00:00,Good,3000.0
2017-11-04 07:00:00,Good,1538.0
2017-11-04 08:00:00,Good,1673.0
2017-11-04 14:00:00,Good,3539.0
2017-11-04 04:00:00,Good,1341.0
2017-11-11 07:00:00,Good,1425.0
2017-11-11 05:00:00,Good,1340.0
2017-11-11 03:00:00,Good,1203.0
2017-11-11 12:00:00,Good,1997.0
2017-11-11 08:00:00,Good,1519.0
2017-11-04 06:00:00,Good,1462.0
2017-11-04 15:00:00,Good,3699.0
2017-11-04 15:00:00,Good,3180.0
2017-11-04 11:00:00,Good,2475.0
2017-11-11 06:00:00,Good,1260.0
2017-11-11 13:00:00,Good,2220.0
2017-11-25 18:00:00,Good,3684.0
2017-11-18 20:00:00,Good,1715.0
2017-11-25 05:00:00,Good,1440.0
2017-11-18 13:00:00,Bad,3526.0
2017-11-18 06:00:00,Good,1638.0
2017-11-04 18:00:00,Bad,1775.0
2017-11-04 10:00:00,Good,2460.0
2017-11-04 19:00:00,Good,1861.0
2017-11-11 21:00:00,Good,1363.0
2017-11-11 07:00:00,Good,1260.0
2017-11-11 10:00:00,Good,1486.0
2017-11-11 14:00:00,Good,2491.0
2017-11-18 08:00:00,Bad,1565.0
2017-11-04 11:00:00,Good,2760.0
2017-11-04 06:00:00,Good,1920.0
2017-11-04 08:00:00,Good,1392.0
2017-11-04 17:00:00,Bad,2132.0
2017-11-18 13:00:00,Bad,2700.0
2017-11-18 07:00:00,Bad,1331.0
2017-11-11 07:00:00,Good,1379.0
2017-11-25 13:00:00,Good,1800.0
2017-11-04 17:00:00,Bad,2340.0
2017-11-04 12:00:00,Good,2460.0
2017-11-04 19:00:00,Good,1748.0
2017-11-04 12:00:00,Good,3000.0
2017-11-11 11:00:00,Good,1680.0
2017-11-25 10:00:00,Good,1584.0
2017-11-11 12:00:00,Good,1680.0
2017-11-18 08:00:00,Bad,1620.0
2017-11-04 07:00:00,Good,1140.0
2017-11-04 17:00:00,Bad,2134.0
2017-11-11 12:00:00,Good,1860.0
2017-11-11 15:00:00,Good,2220.0
2017-11-11 11:00:00,Good,1731.0
2017-11-04 15:00:00,Good,2400.0
2017-11-11 20:00:00,Good,1800.0
2017-11-18 14:00:00,Good,3291.0
2017-11-04 12:00:00,Good,2700.0
2017-11-11 08:00:00,Good,1392.0
2017-11-04 15:00:00,Good,3262.0
2017-11-11 06:00:00,Good,1670.0
2017-11-11 04:00:00,Good,1380.0
2017-11-11 09:00:00,Good,1384.0
2017-11-04 16:00:00,Bad,2580.0
2017-11-11 08:00:00,Good,1365.0
2017-11-11 12:00:00,Good,1500.0
2017-11-11 11:00:00,Good,2110.0
2017-11-11 12:00:00,Good,1990.0
2017-11-04 16:00:00,Bad,2340.0
2017-11-04 10:00:00,Good,2114.0
2017-11-18 08:00:00,Bad,1200.0
2017-11-04 14:00:00,Good,2744.0
2017-11-04 08:00:00,Good,1601.0
2017-11-18 08:00:00,Bad,1483.0
2017-11-11 16:00:00,Good,2400.0
2017-11-04 14:00:00,Good,2704.0
2017-11-04 12:00:00,Good,2898.0
2017-11-11 17:00:00,Good,2280.0
2017-11-11 19:00:00,Good,1923.0
2017-11-04 10:00:00,Good,2055.0
2017-11-04 16:00:00,Bad,3240.0
2017-11-18 14:00:00,Good,3660.0
2017-11-11 10:00:00,Good,1500.0
2017-11-11 15:00:00,Good,2200.0
2017-11-04 16:00:00,Bad,2926.0
2017-11-11 13:00:00,Good,2449.0
2017-11-11 04:00:00,Good,1254.0
2017-11-04 12:00:00,Good,2340.0
2017-11-11 18:00:00,Good,2160.0
2017-11-11 14:00:00,Good,2400.0
2017-11-04 07:00:00,Good,1260.0
2017-11-11 10:00:00,Good,1330.0
2017-11-25 05:00:00,Good,1560.0
2017-11-11 08:00:00,Good,1339.0
2017-11-11 06:00:00,Good,1380.0
2017-11-04 07:00:00,Good,1380.0
2017-11-25 16:00:00,Good,2400.0
2017-11-11 16:00:00,Good,2634.0
2017-11-18 14:00:00,Good,3604.0
2017-11-11 10:00:00,Good,1174.0
2017-11-11 10:00:00,Good,1385.0
2017-11-18 12:00:00,Bad,2560.0
2017-11-18 10:00:00,Bad,1908.0
2017-11-11 05:00:00,Good,1260.0
2017-11-11 10:00:00,Good,1500.0
2017-11-11 11:00:00,Good,1740.0
2017-11-04 08:00:00,Good,1380.0
2017-11-11 09:00:00,Good,1280.0
2017-11-04 06:00:00,Good,1168.0
2017-11-04 06:00:00,Good,1200.0
2017-11-04 15:00:00,Good,3207.0
2017-11-11 08:00:00,Good,1200.0
2017-11-11 05:00:00,Good,1380.0
2017-11-04 11:00:00,Good,2693.0
2017-11-04 12:00:00,Good,2554.0
2017-11-25 18:00:00,Good,2520.0
2017-11-04 09:00:00,Good,1782.0
2017-11-04 10:00:00,Good,2700.0
2017-11-11 17:00:00,Good,2280.0
2017-11-04 15:00:00,Good,3144.0
2017-11-11 16:00:00,Good,2280.0
2017-11-04 11:00:00,Good,2700.0
2017-11-18 15:00:00,Good,3240.0
2017-11-18 12:00:00,Bad,2400.0
2017-11-11 07:00:00,Good,1380.0
2017-11-11 18:00:00,Good,2099.0
2017-11-04 12:00:00,Good,3275.0
2017-11-04 12:00:00,Good,2492.0
2017-11-25 12:00:00,Good,1440.0
2017-11-11 10:00:00,Good,1303.0
2017-11-04 14:00:00,Good,2700.0
2017-11-18 16:00:00,Bad,2186.0
2017-11-11 06:00:00,Good,1500.0
2017-11-25 11:00:00,Good,0.0
2017-11-11 10:00:00,Good,1318.0
2017-11-11 13:00:00,Good,2100.0
2017-11-11 08:00:00,Good,1380.0
2017-11-04 16:00:00,Bad,2834.0
