children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,391040.2519317743,60,Secondary Education,1,married,0,F,retiree,0,57702.49926381449,property
0,-11094.366796701222,53,masters degree,0,married,0,M,partner,0,701480.1370614751,property
0,-794.876230496055,0,secondary education,1,civil partnership,1,F,employee,0,95967.70031720905,to have a wedding
0,346018.8531977551,63,secondary education,1,married,0,F,retiree,0,119604.14566770685,buying my own car
0,-1239.6871342849875,22,bachelor degree,2,unmarried,4,M,partner,1,271305.4858538014,property
0,-612.6015496472428,33,masters degree,0,unmarried,4,F,employee,0,267264.99823468033,property
0,-3454.8944671864306,41,primary education,3,married,0,M,partner,0,194995.33839501726,car purchase
0,335456.4162545807,45,bachelor degree,2,civil partnership,1,M,retiree,0,34466.133539060036,having a wedding
2,-2890.2248308264525,32,secondary education,1,married,0,F,civil servant,0,66864.39220612694,supplementary education
0,329914.02074367553,63,secondary education,1,married,0,M,retiree,1,124378.69918483586,buying a second-hand car
0,-1035.6814676074519,28,secondary education,1,married,0,F,employee,0,198626.0100600717,building a real estate
2,-707.1590798946579,38,secondary education,1,civil partnership,1,F,civil servant,0,54319.20079857814,building a property
1,-910.6106982023767,32,masters degree,0,married,0,F,civil servant,0,44734.26261404757,going to university
0,-1464.7975167440404,27,secondary education,1,unmarried,4,M,employee,0,141919.33213294926,real estate transactions
0,352813.0943515965,50,secondary education,1,married,0,M,retiree,0,64756.18573349117,getting an education
0,-422.69612974824616,29,masters degree,0,unmarried,4,M,partner,0,257903.3750983791,second-hand car purchase
0,-4105.046035129726,50,secondary education,1,married,0,M,partner,0,94029.18084290801,to buy a car
2,-337.3822485001202,40,secondary education,1,married,0,M,partner,0,87504.05292231968,getting higher education
0,-2651.725298048895,26,secondary education,1,married,0,M,partner,0,145461.72041431707,buy residential real estate
1,-7605.104297284054,53,masters degree,0,married,0,F,employee,0,162327.11454017312,purchase of the house
0,-2497.754414051813,0,secondary education,1,married,0,F,employee,1,91367.00517215354,property
1,-177.38162499711342,31,masters degree,0,married,0,F,partner,0,358296.8595108924,purchase of a car
3,-2458.3521527004473,30,bachelor degree,2,married,0,F,employee,0,101333.57474738377,buy commercial real estate
0,-3559.258149806419,50,secondary education,1,married,0,F,civil servant,0,316729.22723082127,buy real estate
0,337356.0376801128,62,MASTERS DEGREE,0,married,0,F,retiree,0,165563.16406170733,buying my own car
0,-13724.223883918732,50,masters degree,0,married,0,F,employee,0,88152.28989273195,building a real estate
0,355742.8992618508,53,secondary education,1,unmarried,4,F,retiree,0,489863.439884221,transactions with the residential real estate
0,-2108.529344046648,42,secondary education,1,unmarried,4,F,employee,0,93403.74803110727,car
0,400224.52988209116,63,secondary education,1,unmarried,4,F,retiree,0,89165.64068583201,to buy a car
0,-296.25105302531955,36,secondary education,1,married,0,M,partner,0,309198.39077417325,housing
0,375752.8260336049,60,SECONDARY EDUCATION,1,civil partnership,1,F,retiree,0,145603.47729861372,purchase of the house
2,-927.789271212584,41,primary education,3,married,0,M,employee,1,129873.43977130527,buy residential real estate
0,-3387.612310385035,54,masters degree,0,civil partnership,1,F,partner,0,171639.3707083082,cars
0,-1615.8714580200206,38,secondary education,1,civil partnership,1,M,employee,0,140560.73113478054,property
0,-133.04137569614858,45,secondary education,1,civil partnership,1,M,employee,0,128543.15403858108,going to university
0,362649.7294683267,63,secondary education,1,married,0,M,retiree,0,135062.29295619426,transactions with the residential real estate
1,-3005.312159594717,36,secondary education,1,married,0,M,employee,0,243853.1166127666,purchase of the house for my family
3,-1431.3296896444094,35,primary education,3,civil partnership,1,F,employee,0,124500.431619869,wedding ceremony
0,-2137.301645077234,35,secondary education,1,married,0,F,employee,0,102068.7353905875,housing transactions
1,-682.0506260910972,36,secondary education,1,married,0,M,employee,0,199545.3862105632,real estate transactions
0,365028.21476675896,63,secondary education,1,married,0,F,retiree,0,173814.18604610552,going to university
2,-462.1796486609797,42,secondary education,1,married,0,F,employee,0,140698.6176446871,purchase of the house for my family
0,-1395.620784584445,49,primary education,3,civil partnership,1,M,employee,1,86675.4563940305,purchase of the house for my family
20,-2714.1612491414708,59,masters degree,0,widow / widower,2,F,employee,0,264474.8355767984,transactions with the residential real estate
2,-529.4172147326482,39,secondary education,1,married,0,F,employee,0,108831.7637127365,going to university
0,-865.5138043441931,32,SECONDARY EDUCATION,1,married,0,M,employee,0,120530.47945919527,purchase of my own house
0,-2402.0075790126834,45,secondary education,1,married,0,F,partner,0,114585.92384357055,getting higher education
0,-1504.1268102316565,37,secondary education,1,civil partnership,1,M,employee,0,198123.7459965332,to have a wedding
0,-3434.08972967953,54,secondary education,1,unmarried,4,F,employee,0,88607.95100082191,buy commercial real estate
0,-519.1085266392971,30,bachelor degree,2,married,0,F,partner,0,126923.09145333825,real estate transactions
1,-1986.7123906451568,35,secondary education,1,married,0,F,employee,0,132133.76346902794,to get asupplementary education
0,-128.03866026672964,25,secondary education,1,unmarried,4,F,civil servant,0,170906.7628733159,buying property for renting out
2,-1066.040399062177,49,primary education,3,married,0,M,employee,0,36481.86663663932,purchase of my own house
0,-2439.085145792828,26,secondary education,1,civil partnership,1,F,partner,0,252635.5179388556,buy real estate
1,-1199.712025289744,29,masters degree,0,divorced,3,F,employee,0,153811.00171084085,university education
0,,57,Secondary Education,1,married,0,M,employee,1,,going to university
1,-2399.070647090589,33,secondary education,1,married,0,M,partner,0,240622.3395883377,construction of own property
0,-13343.010652531377,63,masters degree,0,civil partnership,1,F,civil servant,0,131776.88099628448,to own a car
3,-2610.5285363194907,38,secondary education,1,married,0,F,employee,0,106344.21830721092,building a property
3,-5748.411208991049,34,secondary education,1,married,0,F,employee,0,127595.18588720867,housing
1,-1539.3041740900119,23,secondary education,1,unmarried,4,M,employee,0,115695.74413373775,to become educated
3,,34,secondary education,1,married,0,M,employee,0,,property renovation
0,340613.15534106584,64,secondary education,1,unmarried,4,F,retiree,0,123987.81208019005,second-hand car purchase
0,-2297.6356872693505,27,masters degree,0,unmarried,4,M,employee,0,240162.25107606762,car purchase
2,-2619.5796062271984,38,secondary education,1,married,0,F,partner,0,172247.40540296515,housing
0,-2972.9969818817167,36,secondary education,1,married,0,F,employee,0,99812.65474307242,purchase of the house
2,-2340.785814455772,27,secondary education,1,married,0,F,employee,0,55014.02536835865,real estate transactions
0,-635.6438048861833,52,secondary education,1,married,0,M,employee,0,145306.42499922018,purchase of the house for my family
0,-1727.7072988597195,53,Secondary Education,1,married,0,M,employee,1,144991.02976860726,supplementary education
0,-2154.020903533169,49,secondary education,1,married,0,F,civil servant,0,97012.48325618957,car purchase
3,-1526.2651958154127,39,secondary education,1,married,0,F,partner,0,128796.08645700953,to become educated
1,-1384.5012847643454,28,SECONDARY EDUCATION,1,divorced,3,F,employee,0,219567.81535908303,buying property for renting out
0,-407.0703419904148,62,secondary education,1,married,0,F,partner,0,205467.77882719066,buy commercial real estate
0,-2567.344673523097,40,masters degree,0,married,0,F,employee,0,138031.9376348406,transactions with the residential real estate
0,-4384.36132168155,35,secondary education,1,married,0,M,partner,0,231303.65387207878,purchase of my own house
1,,23,secondary education,1,married,0,F,employee,0,,purchase of the house
1,-685.9141716172785,32,masters degree,0,married,0,F,partner,0,127603.84912497776,getting higher education
2,-4689.767780031649,43,secondary education,1,married,0,M,employee,1,153067.47116249698,building a property
0,,60,secondary education,1,married,0,F,retiree,0,,to become educated
1,-2292.8050755325658,37,secondary education,1,married,0,F,employee,0,168364.99989079163,university education
0,-307.9903025138285,26,masters degree,0,unmarried,4,F,partner,0,101327.37429675074,building a real estate
1,-882.7027417927711,33,secondary education,1,civil partnership,1,M,employee,0,210410.47340731087,property renovation
0,-10059.180689349783,53,SECONDARY EDUCATION,1,married,0,F,employee,0,147076.67584407105,car
0,-1427.1559914217585,54,secondary education,1,civil partnership,1,F,employee,0,68626.07369129384,wedding ceremony
0,-3173.877089380209,38,masters degree,0,married,0,F,partner,0,101215.71419166973,property
1,-979.1170706072085,46,masters degree,0,married,0,M,partner,0,594620.4637833902,buying a second-hand car
0,-3212.290037685527,36,secondary education,1,unmarried,4,F,employee,0,158597.31313224134,housing transactions
0,-2279.9861892798035,64,secondary education,1,widow / widower,2,F,partner,0,121495.87249893845,purchase of the house for my family
1,-1219.3898025637645,40,secondary education,1,married,0,F,partner,1,169399.81599356153,building a property
0,-977.352281117697,21,bachelor degree,2,unmarried,4,M,partner,0,105628.69633903801,to become educated
0,372861.1039648088,74,secondary education,1,married,0,F,retiree,0,42927.300897519875,cars
0,399382.5039650786,69,secondary education,1,widow / widower,2,F,retiree,0,115102.54238792301,real estate transactions
0,-4950.909010429214,38,secondary education,1,civil partnership,1,M,employee,0,153838.83921199286,to have a wedding
0,-2397.980188252955,42,masters degree,0,married,0,F,partner,0,102923.63993504287,construction of own property
1,-3114.1482148952173,36,secondary education,1,married,0,M,employee,0,152060.17828557472,buy real estate
1,-621.7262331419943,29,masters degree,0,divorced,3,F,employee,0,130785.97583570919,building a real estate
0,395079.75786780776,54,Secondary Education,1,civil partnership,1,F,retiree,0,90371.92776770948,having a wedding
0,-3041.89017144668,35,secondary education,1,civil partnership,1,F,employee,0,72146.61499790581,to get asupplementary education
0,-2180.2651864316613,43,secondary education,1,married,0,F,employee,0,83792.66273957475,buying property for renting out
1,-7278.725479858794,42,secondary education,1,married,0,F,employee,0,135716.87622090158,buy residential real estate
0,-408.69734907746863,40,secondary education,1,civil partnership,1,F,employee,0,102108.09519688557,wedding ceremony
2,-3839.6159077769103,41,secondary education,1,married,0,M,employee,0,161807.76653272673,second-hand car purchase
0,-812.2408657093457,38,secondary education,1,married,0,M,employee,0,84805.74701252082,buying my own car
0,-721.0766037652313,47,secondary education,1,civil partnership,1,M,partner,0,121410.67381692935,building a real estate
1,-441.8106806442921,37,SECONDARY EDUCATION,1,married,0,F,employee,0,82131.97207901142,purchase of the house
0,356907.5024171605,66,primary education,3,civil partnership,1,F,retiree,0,102500.17152863897,getting an education
0,-11954.19067545786,50,masters degree,0,civil partnership,1,F,partner,0,336770.52126076625,wedding ceremony
0,-2701.985633402182,31,MASTERS DEGREE,0,married,0,F,employee,0,277694.7651148286,real estate transactions
0,329001.9461073586,51,secondary education,1,married,0,F,retiree,0,176556.96442911087,construction of own property
0,-411.4849175376585,20,SECONDARY EDUCATION,1,civil partnership,1,M,partner,1,124844.3984058759,purchase of the house
1,-3715.6971834640053,38,secondary education,1,civil partnership,1,M,civil servant,0,203086.1205315645,having a wedding
2,-891.1184548061074,33,secondary education,1,married,0,F,employee,0,137364.89405601722,to buy a car
0,-560.3968176396287,25,masters degree,0,unmarried,4,F,partner,0,99143.82387367524,real estate transactions
1,395403.71946657,50,secondary education,1,married,0,M,retiree,0,192321.48089058642,car
0,,56,masters degree,0,divorced,3,F,civil servant,0,,building a property
0,-975.6047737196394,39,secondary education,1,civil partnership,1,F,employee,0,146090.22129665426,purchase of a car
0,365139.36728456186,64,secondary education,1,married,0,F,retiree,0,87287.34264684471,purchase of my own house
1,-2229.0625461729487,40,masters degree,0,married,0,F,employee,0,325808.507720317,university education
0,-6286.449603353189,41,MASTERS DEGREE,0,divorced,3,M,employee,0,278602.946432726,getting higher education
0,-1459.24297972185,45,secondary education,1,married,0,F,employee,0,105410.99998508832,purchase of the house for my family
1,-8519.3568761386,51,secondary education,1,civil partnership,1,F,employee,0,61509.27243075124,getting higher education
0,-121.55454322971495,26,secondary education,1,married,0,F,employee,0,146882.73739580228,supplementary education
0,-7899.993660093274,59,secondary education,1,divorced,3,F,employee,0,309410.4035321967,buying property for renting out
2,-5101.359327080943,38,secondary education,1,married,0,M,civil servant,0,99089.8825469419,transactions with my real estate
0,369976.2213732332,59,primary education,3,civil partnership,1,M,retiree,0,38275.07744987197,to have a wedding
0,-370.82021176994124,30,masters degree,0,civil partnership,1,F,partner,1,126024.28163960039,wedding ceremony
0,337731.66308749374,60,secondary education,1,civil partnership,1,F,retiree,0,168768.77859995572,wedding ceremony
1,-2192.155977727033,27,Secondary Education,1,married,0,M,employee,0,185711.29516038627,to become educated
0,-280.4918039186383,30,masters degree,0,unmarried,4,F,partner,0,296771.94914672873,real estate transactions
0,,60,secondary education,1,civil partnership,1,F,retiree,0,,wedding ceremony
1,-1125.1700652706593,35,secondary education,1,civil partnership,1,M,employee,0,222643.87420362703,to buy a car
0,-798.9958747216065,26,secondary education,1,unmarried,4,F,employee,0,182341.6023315297,housing
0,-3237.3787638154804,47,Masters Degree,0,civil partnership,1,F,partner,0,155134.22079884727,wedding ceremony
2,-326.0805047242878,29,secondary education,1,married,0,F,employee,0,173251.7782569502,building a property
0,-879.4222732554242,27,masters degree,0,unmarried,4,F,employee,0,118850.7891406558,housing
2,-2790.3571002292388,37,Masters Degree,0,unmarried,4,F,partner,0,176441.46193257032,to become educated
0,-3783.721168887375,46,secondary education,1,civil partnership,1,F,employee,0,43967.981808311655,having a wedding
0,,43,secondary education,1,unmarried,4,M,employee,0,,getting an education
1,-8795.549101154758,48,masters degree,0,married,0,F,employee,0,186146.735448208,property
0,,21,secondary education,1,unmarried,4,M,employee,0,,transactions with the residential real estate
1,,44,Masters Degree,0,married,0,F,civil servant,0,,transactions with the residential real estate
0,,44,masters degree,0,married,0,F,employee,0,,property
0,-1043.9262011224705,29,masters degree,0,civil partnership,1,F,partner,1,159034.65104741947,housing
0,-785.0690394521898,30,masters degree,0,unmarried,4,F,employee,0,155131.68552734953,purchase of the house
0,,57,secondary education,1,divorced,3,F,retiree,0,,car purchase
2,-2428.819466763511,37,masters degree,0,married,0,F,partner,0,401470.55699180334,purchase of a car
0,383365.1540349222,56,secondary education,1,married,0,F,retiree,0,208916.48016912641,education
0,-932.5607856366523,23,MASTERS DEGREE,0,unmarried,4,M,employee,0,110105.52702208758,buying property for renting out
2,-6800.0937496264405,45,secondary education,1,married,0,F,partner,0,47597.28938824502,second-hand car purchase
1,-1052.8761268905698,40,secondary education,1,married,0,F,employee,0,143165.31098657195,car
0,373947.29815701424,64,secondary education,1,married,0,M,retiree,0,94754.46710690996,buy commercial real estate
2,-2974.1490976025193,48,bachelor degree,2,divorced,3,M,employee,0,190790.68061801765,property
0,398380.2540207468,62,secondary education,1,civil partnership,1,F,retiree,0,146696.8706240395,building a property
2,-934.5512592283493,32,secondary education,1,married,0,F,civil servant,0,211223.732215938,car purchase
0,-305.41414868713343,57,masters degree,0,married,0,M,employee,0,100167.8736830032,supplementary education
0,-549.6910453912818,25,secondary education,1,unmarried,4,F,employee,0,159805.8956310711,buying a second-hand car
0,-9527.745327698482,62,secondary education,1,married,0,F,employee,0,120813.31125834475,to get asupplementary education
0,-459.6734171446817,26,secondary education,1,divorced,3,F,partner,0,137934.62607072573,to get asupplementary education
0,335272.7684701453,68,secondary education,1,married,0,F,retiree,0,269801.5072360672,getting higher education
0,346829.7836932887,61,secondary education,1,divorced,3,F,retiree,0,163188.1454647181,property renovation
0,-1370.3939616746886,32,secondary education,1,married,0,M,employee,0,116952.00208573455,property renovation
0,-282.6403416577439,36,Masters Degree,0,married,0,F,employee,0,145972.7475029548,purchase of my own house
0,-6283.062079560222,46,secondary education,1,married,0,F,employee,1,142386.53776214938,purchase of the house for my family
1,-884.1774762189218,32,secondary education,1,civil partnership,1,F,partner,0,90623.12126351068,supplementary education
1,-1171.3221687565222,35,secondary education,1,civil partnership,1,F,employee,0,172857.61030180802,wedding ceremony
1,-884.7335761525743,34,secondary education,1,married,0,M,partner,0,270845.5052828307,buy residential real estate
0,344695.9860973848,68,secondary education,1,widow / widower,2,F,retiree,0,100967.13205163523,housing transactions
0,330941.462200859,61,secondary education,1,civil partnership,1,F,retiree,0,121568.55494499848,wedding ceremony
1,-2131.771406367805,34,masters degree,0,unmarried,4,F,employee,0,229419.1339741364,university education
0,-5106.006811175738,56,secondary education,1,married,0,M,employee,0,370943.2983270616,purchase of my own house
1,-4188.968784743227,39,secondary education,1,married,0,M,employee,0,162405.19934086845,purchase of my own house
0,-1423.352179707665,33,secondary education,1,married,0,F,employee,0,94919.23798614992,purchase of my own house
0,-2431.0481364632283,46,secondary education,1,married,0,M,partner,1,116896.34618629627,profile education
2,-2459.9151701608207,35,secondary education,1,married,0,F,civil servant,0,64001.65823119404,supplementary education
4,-344.92649535464994,36,masters degree,0,divorced,3,F,civil servant,0,330532.1567249723,to buy a car
0,-344.55906401710814,22,Secondary Education,1,civil partnership,1,F,employee,0,100213.98920551653,wedding ceremony
1,,39,secondary education,1,married,0,F,civil servant,0,,going to university
2,,40,secondary education,1,civil partnership,1,F,employee,0,,having a wedding
1,-8619.246820438784,44,secondary education,1,civil partnership,1,F,employee,0,92510.71562456024,having a wedding
0,-735.6382414680335,41,secondary education,1,married,0,M,partner,0,104494.75357856213,purchase of the house for my family
1,-4407.686359687148,45,secondary education,1,married,0,F,employee,0,121965.67316402047,housing
0,-2786.4192763616247,36,secondary education,1,married,0,F,employee,0,119721.42763841465,real estate transactions
0,364303.33058135415,62,secondary education,1,widow / widower,2,F,retiree,0,200508.67586621863,buying property for renting out
0,337575.7653715868,44,secondary education,1,unmarried,4,M,retiree,0,114008.61642118756,buy real estate
1,-1131.9282052425353,23,secondary education,1,married,0,F,partner,0,67418.11769300824,education
1,-574.4562189326742,53,secondary education,1,married,0,M,employee,0,303518.2708724225,purchase of a car
0,-627.6697717626947,23,secondary education,1,civil partnership,1,F,employee,0,170199.04765617786,to have a wedding
1,379862.47242479905,61,secondary education,1,married,0,F,retiree,0,233843.4304475856,property
1,,44,secondary education,1,married,0,F,partner,0,,property
0,,38,secondary education,1,married,0,M,partner,0,,housing
0,,53,secondary education,1,divorced,3,F,employee,0,,to get asupplementary education
0,-4777.557160289816,68,Masters Degree,0,married,0,F,employee,0,260040.2928579146,transactions with the residential real estate
0,342882.6769650693,69,primary education,3,widow / widower,2,F,retiree,0,52287.29638269793,car
2,-4202.381103184891,33,masters degree,0,civil partnership,1,M,civil servant,0,209075.4147359117,to have a wedding
0,336548.86283625127,64,secondary education,1,unmarried,4,F,retiree,0,82212.73353767193,education
0,,23,secondary education,1,unmarried,4,M,employee,0,,housing transactions
0,-1055.9418736260936,46,masters degree,0,married,0,M,civil servant,0,472636.9421253235,to buy a car
2,-561.4755844368575,29,secondary education,1,civil partnership,1,F,employee,0,70510.55856043253,wedding ceremony
1,-1567.6814088000297,33,secondary education,1,married,0,F,employee,0,85851.06559849219,buying a second-hand car
0,,57,secondary education,1,civil partnership,1,M,retiree,0,,supplementary education
0,-3858.2074285832723,53,secondary education,1,married,0,F,employee,0,235345.2287563473,second-hand car purchase
0,-1371.4155048821308,52,secondary education,1,civil partnership,1,F,employee,0,182114.04341398852,having a wedding
2,,35,secondary education,1,married,0,M,employee,1,,buy commercial real estate
0,,55,Masters Degree,0,married,0,F,employee,0,,real estate transactions
0,-1320.5572836922306,33,secondary education,1,civil partnership,1,F,partner,0,253490.15202312125,going to university
0,347366.26480925124,57,secondary education,1,civil partnership,1,F,retiree,0,110192.53922574011,having a wedding
0,349557.1636539587,55,secondary education,1,married,0,F,retiree,0,127517.93030185185,real estate transactions
0,-472.71529485298896,42,masters degree,0,unmarried,4,M,employee,0,257497.4963680532,real estate transactions
1,349264.1971682681,67,masters degree,0,unmarried,4,F,retiree,0,84770.2435152628,car
0,-3449.0381834210716,36,bachelor degree,2,married,0,F,civil servant,0,134188.79315668068,purchase of the house for my family
1,398300.3624571615,62,secondary education,1,civil partnership,1,F,retiree,0,201355.21682169012,housing transactions
0,-3042.081840448976,62,masters degree,0,civil partnership,1,M,partner,1,147791.4397862054,having a wedding
0,-568.4447976117667,40,secondary education,1,civil partnership,1,M,employee,0,179082.67487715255,cars
0,-1876.2700860667362,31,masters degree,0,unmarried,4,F,partner,0,203308.25174119172,education
0,389359.46003773843,66,secondary education,1,widow / widower,2,F,retiree,0,69823.8466724274,purchase of the house
0,-1976.8629295418075,40,secondary education,1,unmarried,4,F,employee,0,66545.83680740256,car
0,-3442.2988636410805,38,secondary education,1,unmarried,4,M,partner,0,255223.5780312769,getting higher education
2,-119.26473777735971,29,secondary education,1,married,0,F,employee,0,81277.05631848268,real estate transactions
3,,40,bachelor degree,2,married,0,F,employee,0,,to own a car
0,-7994.155484859207,49,secondary education,1,married,0,M,employee,0,70289.45546688308,supplementary education
0,-1053.704912753632,49,masters degree,0,unmarried,4,F,partner,0,157438.88789904595,buy real estate
0,-2263.846550966581,46,masters degree,0,married,0,M,employee,0,567440.3789821897,housing
2,-888.3718254375467,40,secondary education,1,married,0,M,employee,1,157752.80259271275,building a real estate
0,-2869.107542956739,47,secondary education,1,married,0,F,employee,0,228893.12088885976,buy real estate
0,-2806.692830826669,33,SECONDARY EDUCATION,1,married,0,M,partner,1,156981.16891064288,purchase of the house
1,-131.87656496462944,40,secondary education,1,civil partnership,1,M,employee,0,147847.570663728,having a wedding
0,-1261.9570249001601,46,secondary education,1,married,0,F,employee,0,62153.944214290124,purchase of the house
2,-1748.0019594912167,43,secondary education,1,divorced,3,M,employee,0,105842.77988819267,construction of own property
0,-1723.9278858054556,51,Secondary Education,1,married,0,F,partner,0,108143.85762776203,property renovation
0,,50,masters degree,0,divorced,3,M,partner,0,,going to university
1,,48,masters degree,0,married,0,F,employee,0,,supplementary education
0,-165.48286665802328,27,secondary education,1,unmarried,4,F,partner,0,232078.70494499433,purchase of the house
0,385428.057029377,59,secondary education,1,widow / widower,2,F,retiree,0,191490.5759195636,university education
0,,65,secondary education,1,married,0,F,retiree,0,,property
1,-754.8324563135808,30,masters degree,0,married,0,M,employee,0,171060.9912211904,purchase of the house for my family
2,-424.9596180327826,28,secondary education,1,married,0,F,employee,1,106658.78365823015,purchase of my own house
1,-5516.074792921193,35,secondary education,1,married,0,F,employee,0,190643.0718251064,cars
0,374433.90669890336,62,primary education,3,unmarried,4,F,retiree,0,66151.39642034537,purchase of my own house
0,373193.3786277949,63,secondary education,1,civil partnership,1,F,retiree,0,155238.92083191156,having a wedding
1,,40,Secondary Education,1,married,0,M,partner,0,,buy real estate
2,-6260.556431285355,48,secondary education,1,married,0,F,civil servant,0,355765.1258783808,buying my own car
2,-1011.2677036404506,36,Masters Degree,0,married,0,M,partner,0,131445.23421299655,going to university
2,-679.0516470245481,34,MASTERS DEGREE,0,civil partnership,1,M,partner,0,342611.03562412155,having a wedding
0,-3026.706578200927,44,Secondary Education,1,married,0,M,employee,0,251777.8562108916,property renovation
1,-4342.202160355454,30,bachelor degree,2,civil partnership,1,F,employee,0,160686.86292467505,real estate transactions
0,-3527.1623754761195,49,secondary education,1,civil partnership,1,F,civil servant,0,118438.9120972966,to have a wedding
0,-2264.1252986358013,37,Secondary Education,1,civil partnership,1,F,employee,0,204685.36843242624,to have a wedding
0,-1295.9333481331846,33,masters degree,0,unmarried,4,F,civil servant,0,153032.17069634268,buy commercial real estate
0,331522.67000576004,65,secondary education,1,married,0,M,retiree,0,90441.52974791148,to own a car
0,-1516.3754264674285,23,secondary education,1,civil partnership,1,M,employee,0,95025.63597940684,wedding ceremony
0,,55,secondary education,1,widow / widower,2,F,partner,0,,buy real estate
0,377941.8283534289,59,secondary education,1,married,0,F,retiree,0,88749.93361908864,education
0,-2430.1667018015187,45,secondary education,1,civil partnership,1,M,partner,0,133179.85299430919,to have a wedding
1,-1318.9040100935265,30,secondary education,1,married,0,M,civil servant,0,104383.55675602774,purchase of my own house
2,-5425.2019196052415,45,secondary education,1,married,0,F,employee,0,99012.10816125394,transactions with the residential real estate
0,-2371.6201167135323,39,secondary education,1,married,0,F,employee,0,152976.29571743903,transactions with my real estate
0,,55,secondary education,1,married,0,F,retiree,0,,to become educated
0,346639.41391550016,67,secondary education,1,widow / widower,2,F,retiree,0,58069.831704047596,profile education
0,-115.87603563546685,19,secondary education,1,unmarried,4,F,partner,0,131967.26188942321,transactions with the residential real estate
3,-1870.9715118103525,34,BACHELOR DEGREE,2,married,0,F,employee,0,171018.1002328839,property renovation
0,386587.8008535328,54,secondary education,1,married,0,F,retiree,0,67375.62616550153,building a property
4,-1673.3715355783286,37,secondary education,1,civil partnership,1,F,employee,0,126955.46158676884,property
0,332519.74226760794,59,secondary education,1,divorced,3,F,retiree,0,229378.5654712068,education
0,-157.1752138342437,49,masters degree,0,unmarried,4,F,partner,0,199947.83022874728,to become educated
0,-4600.120481298623,52,secondary education,1,unmarried,4,F,employee,0,90535.99120893504,buy residential real estate
0,-2125.8238552925463,47,secondary education,1,civil partnership,1,M,employee,0,403355.7428292888,second-hand car purchase
1,-1005.4653429509289,34,secondary education,1,civil partnership,1,M,employee,0,229546.24302893266,having a wedding
0,-1727.072792704747,57,secondary education,1,widow / widower,2,F,employee,0,172424.964634694,purchase of the house
0,-677.0077221692435,22,secondary education,1,unmarried,4,F,partner,1,101781.22539561188,housing
1,-232.630155810304,29,secondary education,1,married,0,F,employee,0,107344.26263182904,supplementary education
0,-285.1750348601372,47,secondary education,1,married,0,M,employee,0,189083.61933970667,to get asupplementary education
1,-7630.315266996992,43,secondary education,1,married,0,M,employee,0,197224.50638172321,to buy a car
3,-3067.097357678106,27,secondary education,1,civil partnership,1,F,employee,0,30375.00683650244,getting an education
1,-2536.2882113926944,45,MASTERS DEGREE,0,married,0,F,partner,1,347011.39233836177,to become educated
0,-5730.569282658415,38,masters degree,0,married,0,M,employee,0,341982.20625620306,purchase of the house for my family
0,-1198.2809136383146,43,masters degree,0,divorced,3,M,civil servant,0,191350.461476328,building a real estate
0,,46,secondary education,1,married,0,F,employee,0,,buying property for renting out
0,332152.67070262285,59,masters degree,0,married,0,F,retiree,1,198200.66874874925,buy commercial real estate
0,382369.1175815874,57,secondary education,1,widow / widower,2,F,retiree,0,45542.10696986715,car
0,-945.3735905112179,49,masters degree,0,married,0,M,employee,0,153856.47687866382,purchase of the house
0,373746.1861796684,57,secondary education,1,widow / widower,2,F,retiree,0,50994.826348450384,purchase of the house
0,-783.3341558596153,51,masters degree,0,married,0,M,partner,0,223957.30508167387,transactions with the residential real estate
0,334100.00225720595,61,secondary education,1,civil partnership,1,F,retiree,0,87653.10289833865,having a wedding
1,-576.5070601613265,44,secondary education,1,married,0,M,employee,1,194579.35543524366,getting higher education
0,-1265.408555780544,53,secondary education,1,married,0,F,employee,0,130461.59545215244,to get asupplementary education
1,-327.01494400400213,25,secondary education,1,married,0,M,employee,0,187899.25325203864,education
0,332207.7067233837,58,secondary education,1,married,0,F,retiree,1,145798.65609399017,to own a car
0,-241.90092889567262,36,SECONDARY EDUCATION,1,married,0,M,employee,0,160528.6662867175,property renovation
0,-3828.0347743747707,46,secondary education,1,married,0,F,partner,0,199675.0476575368,building a property
2,-1277.265111997609,37,bachelor degree,2,married,0,M,employee,0,258347.7952345856,to own a car
0,-1308.144972608517,21,masters degree,0,civil partnership,1,F,partner,0,80882.0171486039,housing
0,-2847.503084796925,44,masters degree,0,married,0,M,employee,0,186130.86242562628,purchase of the house for my family
1,-1164.233150859904,39,secondary education,1,civil partnership,1,F,employee,0,169519.34604281472,to have a wedding
0,374578.0653106083,55,secondary education,1,civil partnership,1,F,retiree,0,125596.09757871572,second-hand car purchase
0,-394.3404701908931,48,secondary education,1,civil partnership,1,M,employee,0,135267.4816505015,having a wedding
1,-1190.159839573515,48,secondary education,1,widow / widower,2,F,employee,0,234593.7642535377,housing transactions
0,,59,secondary education,1,unmarried,4,F,employee,0,,real estate transactions
1,-3421.2206585036824,33,Masters Degree,0,married,0,F,partner,0,390064.213711457,building a real estate
0,-995.5496521801937,43,secondary education,1,civil partnership,1,M,employee,1,143302.99961358574,housing
1,-3285.7268733995948,27,secondary education,1,married,0,F,employee,0,259714.25405859,getting an education
2,-926.3949951032677,35,masters degree,0,civil partnership,1,F,partner,0,129571.45144442967,housing
1,,48,Masters Degree,0,unmarried,4,F,civil servant,0,,property renovation
